id,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,lead_actors,y,
41,tt4596814,s/o satyamurthy,s/o satyamurthy,2015,09/04/2015,"action, drama",162,india,"telugu, malayalam, hindi",trivikram srinivas,trivikram srinivas,haarika & hassine creations,"allu arjun, samantha ruth prabhu, adah sharma, nithya menon, upendra, ali, apoorva, joy badlani, brahmanandam, jeeva, vennela kishore, srinivasa rao kota, chaitanya krishna, pavithra lokesh, madhunandan",a rich businessman's son faces multiple challenges after he becomes the sole breadwinner of his family.,6.8,2769,inr 500000000,,,,5,1,"allu arjun, samantha ruth prabhu, adah sharma",", nithya menon, upendra, ali, apoorva, joy badlani, brahmanandam, jeeva, vennela kishore, srinivasa rao kota, chaitanya krishna, pavithra lokesh, madhunandan",
42,tt4597454,rana vikrama,rana vikrama,2015,10/04/2015,"action, thriller",148,india,kannada,pawan wadeyar,,jayanna combines,"puneeth rajkumar, adah sharma, anjali, girish karnad, rangayana raghu, ashok, avinash, joy badlani, sudha belawadi, mukhyamantri chandru, dinesh mangaluru, vikram singh, vikram singh","dheera rana vikrama is a action entertainer movie in which, puneeth rajkumar will be seen as a powerful police cop.",6.6,464,,,,,2,1,"puneeth rajkumar, adah sharma, anjali, girish kar","nad, rangayana raghu, ashok, avinash, joy badlani, sudha belawadi, mukhyamantri chandru, dinesh mangaluru, vikram singh, vikram singh",
43,tt4600312,iona,iona,2015,25/03/2016,drama,85,uk,english,scott graham,scott graham,bard entertainments,"ruth negga, douglas henshall, tom brooke, michelle duncan, ben gallagher, sorcha groundsell, christine steele, matthew zajac, jim sturgeon, david moffatt",iona takes her teenage son to the holy island where she was born so they can hide from a violent crime. as her son seeks forgiveness for what he has done iona comes to terms with her loss of faith.,5.3,251,gbp 1000000,,$ 72241,,2,22,"ruth negga, douglas henshall, tom brooke, michell","e duncan, ben gallagher, sorcha groundsell, christine steele, matthew zajac, jim sturgeon, david moffatt",
44,tt4601064,senpai to kanojo,senpai to kanojo,2015,17/10/2015,"comedy, drama, romance",103,japan,japanese,chihiro ikeda,"atsuko nanba, kiyohito wada",flamingo,"riria baba, kaho mizutani, jun shison, junki tozuka, kyôko yoshine","rika tsuzuki is a first year high school student. she is in love with third year high school student keigo minohara. meanwhile, keigo minohara is secretly in love with aoi okita. she ...",4.3,130,,,,,1,,"riria baba, kaho mizutani, jun shison, junki toz","uka, kyôko yoshine",
45,tt4601102,made in france,made in france,2015,23/09/2016,"crime, drama, thriller",89,france,french,nicolas boukhrief,"nicolas boukhrief, éric besnard",radar films,"malik zidi, dimitri storoge, françois civil, nassim si ahmed, ahmed dramé, nailia harzoune, nicolas grandhomme, assaad bouab, malek oudjail, laurent alexandre, franck gastambide, judith davis, tidjo grand, emilie parvillers","after the horrible terrorist attacks that rocked paris, this daring investigation thriller plunges you inside the extremist muslim groups that grow inside western countries and can strike at any moment.",6.2,1900,,$ 9956,$ 9956,,4,28,"malik zidi, dimitri storoge, françois civil, nassim si","ahmed, ahmed dramé, nailia harzoune, nicolas grandhomme, assaad bouab, malek oudjail, laurent alexandre, franck gastambide, judith davis, tidjo grand, emilie parvillers",
46,tt4602818,köpek,köpek,2015,13/10/2016,drama,94,"switzerland, turkey",turkish,esen isik,esen isik,maximage gmbh,"çagla akalin, baris atay, salih bademci, ibrahim iris, hakan karsak, oguzhan sancar, bekir sevenkan, cemal toktas, beren tuna","an ordinary day in the mega-city of istanbul: ten-year-old cemo sells paper tissues in the streets, hayat is controlled by her husband and transsexual ebru sells her body. all three have a ...",6.7,209,,,,,1,7,"çagla akalin, baris atay, salih bademci, ibrahim iri","s, hakan karsak, oguzhan sancar, bekir sevenkan, cemal toktas, beren tuna",
47,tt4603080,amor impossível,amor impossível,2015,24/12/2015,"crime, drama",125,portugal,portuguese,antónio-pedro vasconcelos,tiago santos,mgn filmes,"victoria guerra, josé mata, soraia chaves, ricardo pereira, maria d'aires, lia carvalho, carlos malvarez, manuela couto, guilherme filipe, josé martins, bruno miranda, tiago moreira, pedro camelrão, pedro santos, maria leite","cristina disappears. tiago, her boyfriend, says that she was kidnapped, two police officers (marco and madalena) investigate the case and try to find the truth.",6.2,385,eur 900000,,$ 209805,,,3,"victoria guerra, josé mata, soraia chaves, ricardo perei","ra, maria d'aires, lia carvalho, carlos malvarez, manuela couto, guilherme filipe, josé martins, bruno miranda, tiago moreira, pedro camelrão, pedro santos, maria leite",
48,tt4603150,livejustine,livejustine,2015,01/08/2015,thriller,80,uk,english,samuel victor,"jac jones, mark margason",7ype,"lucy pinder, blake curtis-woodcock, samuel victor, madalina bellariu ion, mark margason, baz salam, david bruce taylor, jessica axman, rachael carr, demitrious johnson, mervi koski, valentine luke, olya mareva, kathryn mincer, richard d. myers","a high powered businessman is blackmailed by a woman he meets via web-cam, who hacks his laptop and phone, gaining access to what starts as embarrassing material, but quickly escalates as the stakes are risen.",6,1022,gbp 25000,,,,,,"lucy pinder, blake curtis-woodcock, samuel victor, m","adalina bellariu ion, mark margason, baz salam, david bruce taylor, jessica axman, rachael carr, demitrious johnson, mervi koski, valentine luke, olya mareva, kathryn mincer, richard d. myers",
49,tt4603640,the silence,the silence,2015,06/10/2017,drama,91,india,"hindi, marathi",gajendra ahire,,smr films,"mugdha chaphekar, mihiresh joshi, kadambari kadam, vedashree mahajan, nagraj manjule, anjali patil, suresh vishkawarma, raghuvir yadav",a young lady witnesses a crime in mumbai which forces her to confront demons from the past,7.3,217,,,,,3,2,"mugdha chaphekar, mihiresh joshi, kadambari kada","m, vedashree mahajan, nagraj manjule, anjali patil, suresh vishkawarma, raghuvir yadav",
50,tt4604496,men go to battle,men go to battle,2015,13/09/2016,"comedy, drama, history",98,usa,english,zachary treitz,"kate lyn sheil, zachary treitz",,"charlotte arnold, steve coulter, samantha jacober, emily kicklighter, rachel korine, stephanie love, david maloney, emily cass mcdonnell, timothy morton, delilah rose pellow, annalese poorman, morgan raque, turner ross, kate lyn sheil, peter smith",men go to battle is the story of two brothers struggling to hold their crumbling estate together outside a small kentucky town in the fall of 1861.,5.2,287,,$ 18006,$ 18006,72,10,61,"charlotte arnold, steve coulter, samantha jacober, em","ily kicklighter, rachel korine, stephanie love, david maloney, emily cass mcdonnell, timothy morton, delilah rose pellow, annalese poorman, morgan raque, turner ross, kate lyn sheil, peter smith",
51,tt4607906,romantic schemer,romantic schemer,2015,04/07/2015,romance,84,usa,english,valentine,valentine,pub co 1,"valentine, diane sorrentino","after a long and arduous divorce, debra vacations at a quiet off-season beach to decompress and forget about men. immediately, a pushy lifeguard hits on her, and she blows him off. then his...",5.3,178,$ 125000,,,,,,"valentine, diane sorrentino",,
52,tt4608574,essex boys: law of survival,essex boys: law of survival,2015,21/09/2015,"action, crime, drama",88,uk,english,steven m. smith,"chris bell, christopher jolley",greenway entertainment,"chris bell, ross boatman, james hodcroft, megan lockhurst, owen clark, jesse birdsall, abbie steele, jake francis, dean martin, darren james king, darren placid, david king, carlton leach, danny howard, nicholas spinner","danny, an ex-street-thug, takes on the essex underworld after they turn his life upside-down.",4.2,705,,,,,16,3,"chris bell, ross boatman, james hodcroft, megan loc","khurst, owen clark, jesse birdsall, abbie steele, jake francis, dean martin, darren james king, darren placid, david king, carlton leach, danny howard, nicholas spinner",
53,tt4609676,etiquette for mistresses,etiquette for mistresses,2015,30/09/2015,"comedy, drama, romance",122,philippines,"filipino, tagalog, english",chito s. roño,"jullie yap daza, chito s. roño",abs-cbn film productions,"kris aquino, kim chiu, claudine barretto, iza calzado, cheena crab, helen gamboa, piolo pascual, derek ramsay, freddie webb, tirso cruz iii, cherry pie picache, zoren legaspi, aiko melendez, eddie gutierrez, pilar pilapil","five successful women named georgia, chloe, stella, ina, and charley who share the same secret - they all have an affair with a married man.",6,138,,,$ 1983655,,1,1,"kris aquino, kim chiu, claudine barretto, iza calzad","o, cheena crab, helen gamboa, piolo pascual, derek ramsay, freddie webb, tirso cruz iii, cherry pie picache, zoren legaspi, aiko melendez, eddie gutierrez, pilar pilapil",
54,tt4610308,ishqedarriyaan,ishqedarriyaan,2015,15/05/2015,romance,132,india,hindi,v.k. prakash,"p.k. anil, dheeraj rattan",chariot films,"mimoh chakraborty, kavin dave, mohit dutta, evelyn sharma","ishqedarriyaan is a story about love, sacrifice, family values and relationships. rishteydarriyaan means relationships and ishqedarriyaan signifies the relationship when you fall in love! ...",4.9,133,,,,,2,,"mimoh chakraborty, kavin dave, mohit dutta, evelyn",sharma,
55,tt4613272,lu bian ye can,lu bian ye can,2015,15/07/2016,"drama, mystery",113,china,"mandarin, hmong",gan bi,gan bi,china film (shanghai) international media co.,"yongzhong chen, yue guo, linyan liu, feiyang luo, lixun xie, zhuohua yang, shixue yu, daqing zhao","while travelling the countryside to locate his nephew, a small town doctor finds himself interacting with people from his past and future.",7.3,2364,cny 200000,$ 32164,$ 935236,85,16,43,"yongzhong chen, yue guo, linyan liu, feiyang luo",", lixun xie, zhuohua yang, shixue yu, daqing zhao",
56,tt4614560,hayored lema'ala,hayored lema'ala,2015,10/12/2015,drama,105,"israel, france",hebrew,elad keidan,elad keidan,centre national du cinéma et de l'image animée (cnc),"itay tiran, uri klauzner, michaela eshet, ohad shahar, nitay dagan, boaz feinberg, steven friedland, kelly michaels, jonathan mintz, darya sheizaf, sharon tal, abeer zeibak haddad",a story of two men in the old part of haifa. both are walking up and down the mountain in opposing directions. this setting provides a philosophical panorama on the condition of the ...,7.4,290,,,,,1,1,"itay tiran, uri klauzner, michaela eshet, ohad shah","ar, nitay dagan, boaz feinberg, steven friedland, kelly michaels, jonathan mintz, darya sheizaf, sharon tal, abeer zeibak haddad",
57,tt4616292,encore heureux,encore heureux,2015,27/01/2016,drama,93,france,french,benoît graffin,"nicolas bedos, benoît graffin",e.d.i films,"sandrine kiberlain, edouard baer, carla besnaïnou, mathieu torloting, guilaine londez, anna gaylor, bulle ogier, florence viala, benjamin biolay, wahid bouzidi, paul séré, jean-michel lahmi, alain fromager, magali woch, david geselson","ogill's family struggles to connect the two ends. from deep debts to private bailiffs, through quick wealth schemes, sam, mary and their two children survive by collecting, repairing, and selling them on ebay.",5.6,255,eur 5000000,,$ 2434473,,,5,"sandrine kiberlain, edouard baer, carla besnaïnou,","mathieu torloting, guilaine londez, anna gaylor, bulle ogier, florence viala, benjamin biolay, wahid bouzidi, paul séré, jean-michel lahmi, alain fromager, magali woch, david geselson",
58,tt4618398,boruto: naruto the movie,boruto: naruto the movie,2015,07/08/2015,"animation, action, adventure",95,japan,japanese,hiroyuki yamashita,"masashi kishimoto, masashi kishimoto",aniplex,"yûko sanpei, kokoro kikuchi, ryûichi kijima, junko takeuchi, chie nakamura, noriaki sugiyama, saori hayami, nana mizuki, kenshô ono, shôtarô morikubo, atsushi abe, satoshi hino, hidenori takahashi, yukari tamura, yôichi masukawa","it's been some years since the end of the shinobi war. naruto uzumaki is the 7th hokage of konohagakure, in this new era. his son, boruto uzumaki, will soon enter the chûnin exams, alongside sarada uchiha and the mysterious mitsuki.",8,7389,,$ 919651,$ 38362448,,24,10,"yûko sanpei, kokoro kikuchi, ryûichi kijima, junko","takeuchi, chie nakamura, noriaki sugiyama, saori hayami, nana mizuki, kenshô ono, shôtarô morikubo, atsushi abe, satoshi hino, hidenori takahashi, yukari tamura, yôichi masukawa",
59,tt4619908,last ones out,last ones out,2015,14/12/2015,"drama, horror, thriller",76,south africa,english,howard fyvie,howard fyvie,,"greg kriek, christia visser, tshamano sebe, vukile zuma, mfihlakalo mazwembe, celé du plessis, jack hine, tuks tad lungu, billings siwila",a sceptical american man is stranded in the middle of a zombie-infected africa and must trust the help of three mysterious strangers in order to make it out alive.,4.5,151,,,,,5,3,"greg kriek, christia visser, tshamano sebe, vukile zu","ma, mfihlakalo mazwembe, celé du plessis, jack hine, tuks tad lungu, billings siwila",
60,tt4619940,ak-ui yeon-dae-gi,ak-ui yeon-dae-gi,2015,14/05/2015,"crime, thriller",102,south korea,korean,woon-hak baek,"woon-hak baek, kang full",ba entertainment,"hyeon-ju son, dong-seok ma, daniel choi, seo-joon park",a decorated detective involved in a taxi driver's death realizes he is caught in a trap and must untangle past mistakes to figure out why he was targeted in the first place.,6.8,1123,,$ 105057,$ 15460494,,3,5,"hyeon-ju son, dong-seok ma, daniel choi, seo-joon p",ark,
61,tt4620316,un etaj mai jos,un etaj mai jos,2015,18/09/2015,drama,93,"romania, france, sweden, germany",romanian,radu muntean,"alexandru baciu, radu muntean",bleck film & tv ab,"teodor corban, iulian postelnicu, oxana moravec, ionut bora, ioana flora, tatiana iekel, adrian vancica, vlad ivanov, mihaela sirbu, constantin draganescu, maria popistasu, adina lucaciu, mara vilcu, alexandru georgescu, liviu cheloiu","after being the sole unfortunate witness of a domestic quarrel that ends up in a murder, patrascu finds himself at odds with two very close neighbors: one is the bizarre murderer, the other one his very own conscience.",6.4,738,eur 1000000,,$ 46638,66,1,49,"teodor corban, iulian postelnicu, oxana moravec, io","nut bora, ioana flora, tatiana iekel, adrian vancica, vlad ivanov, mihaela sirbu, constantin draganescu, maria popistasu, adina lucaciu, mara vilcu, alexandru georgescu, liviu cheloiu",
